#file,rigging_db.csv
version,rev58
id,section,en,it,es,vanguard,victory,agamemnon,bounty,diana
2880,74 guns,FORE-MAST,Fore mast - Braces - Seizing,Albero di trinchetto - Bracci - Legatura,Palo trinquete - Brazas - Ligadura,32,,0.5,18,4.04,032-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2881,74 guns,FORE-MAST,Fore mast - Braces - Lashing,Albero di trinchetto - Bracci - legatura,Palo trinquete - Brazas - Trinca,32,,1.5,24,12.13,032-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2882,74 guns,FORE-MAST,Fore mast - Braces - Preventers (in War only),Albero di trinchetto - Bracci - di rispetto (solo in guerra),Palo trinquete - Brazas - Cabos de respeto (solo en guerra),32,,3.5,100,28.3,032-ShipOf74Guns.jpg,Braces,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2883,74 guns,FORE-MAST,Fore mast - Braces Preventer - Strapping,Albero di trinchetto - Braces di rispetto - Stroppatura,Palo trinquete - Brazas de respeto - Estrobado,32,,3.5,3,28.3,032-ShipOf74Guns.jpg,Braces Preventer,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2884,74 guns,FORE-MAST,Fore mast - Braces Preventer - Seizing,Albero di trinchetto - Braces di rispetto - Legatura,Palo trinquete - Brazas de respeto - Ligadura,32,,0.5,10,4.04,032-ShipOf74Guns.jpg,Braces Preventer,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2885,74 guns,FORE-MAST,Fore mast - Lifts,Albero di trinchetto - Amantigli,Palo trinquete - Amantillos,32,,4.5,110,36.38,032-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2886,74 guns,FORE-MAST,Fore mast - Lifts - Span for the Cap,Albero di trinchetto - Amantigli - Braga della testa d’albero,Palo trinquete - Amantillos - Pata para el tamborete,32,,6.5,8,52.55,032-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2887,74 guns,FORE-MAST,Fore mast - Lifts - Short Span,Albero di trinchetto - Amantigli - Braga corta,Palo trinquete - Amantillos - Pata corta,32,,4.5,2.5,36.38,032-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2888,74 guns,FORE-MAST,Fore mast - Lifts - Strapping,Albero di trinchetto - Amantigli - Stroppatura,Palo trinquete - Amantillos - Estrobado,32,,5,5,40.43,032-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2889,74 guns,FORE-MAST,Fore mast - Lifts - Seizing,Albero di trinchetto - Amantigli - Legatura,Palo trinquete - Amantillos - Ligadura,32,,0.5,18,4.04,032-ShipOf74Guns.jpg,Lifts,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2890,74 guns,FORE-MAST,Fore mast - Jigger Tackle,Albero di trinchetto - Paranchino,Palo trinquete - Aparejo de retorno,32,,2.5,30,20.21,032-ShipOf74Guns.jpg,Jigger Tackle,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2891,74 guns,FORE-MAST,Fore mast - Jigger Tackle - Strapping,Albero di trinchetto - Paranchino - Stroppatura,Palo trinquete - Aparejo de retorno - Estrobado,32,,3.5,4,28.3,032-ShipOf74Guns.jpg,Jigger Tackle,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2892,74 guns,FORE-MAST,Fore mast - Truss Pendants,Albero di trinchetto - Pendenti della trozza,Palo trinquete - Pendientes de troza,32,,8,16,64.68,032-ShipOf74Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2893,74 guns,FORE-MAST,Fore mast - Truss Pendants - Falls,Albero di trinchetto - Pendenti della trozza - Correnti,Palo trinquete - Pendientes de troza - Betas,32,,3,56,24.26,032-ShipOf74Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2894,74 guns,FORE-MAST,Fore mast - Truss Pendants - Strapping,Albero di trinchetto - Pendenti della trozza - Stroppatura,Palo trinquete - Pendientes de troza - Estrobado,32,,3.5,4,28.3,032-ShipOf74Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2895,74 guns,FORE-MAST,Fore mast - Truss Pendants - Eye Seizings,Albero di trinchetto - Pendenti della trozza - occhio Legature,Palo trinquete - Pendientes de troza - Ligaduras de ojo,32,,1.5,14,12.13,032-ShipOf74Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2896,74 guns,FORE-MAST,Fore mast - Truss Pendants - Nave Line,Albero di trinchetto - Pendenti della trozza - Cima della trozza,Palo trinquete - Pendientes de troza - Cabo de cubo,32,,2,20,16.17,032-ShipOf74Guns.jpg,Truss Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2897,74 guns,FORE-MAST,Fore mast - Puddening the Yard worn,Albero di trinchetto - Fasciatura del pennone fasciato,Palo trinquete - Forro de verga — gastado,32,,6,12,48.51,032-ShipOf74Guns.jpg,Puddening the Yard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2898,74 guns,FORE-MAST,Fore mast - Clew-garnets,Albero di trinchetto - Caricascotte,Palo trinquete - Cargaderas de puños,32,2,4,72,32.34,032-ShipOf74Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2899,74 guns,FORE-MAST,Fore mast - Clew-garnets - Straps about the Yard,Albero di trinchetto - Caricascotte - Stroppi attorno al pennone,Palo trinquete - Cargaderas de puños - Estrobos alrededor de la verga,32,,4,8,32.34,032-ShipOf74Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2900,74 guns,FORE-MAST,Fore mast - Clew-garnets - Strapping,Albero di trinchetto - Caricascotte - Stroppatura,Palo trinquete - Cargaderas de puños - Estrobado,32,,4,2,32.34,032-ShipOf74Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2901,74 guns,FORE-MAST,Fore mast - Clew-garnets - Seizing,Albero di trinchetto - Caricascotte - Legatura,Palo trinquete - Cargaderas de puños - Ligadura,32,,0.5,18,4.04,032-ShipOf74Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2902,74 guns,FORE-MAST,Fore mast - Clew-garnets - Lashing,Albero di trinchetto - Caricascotte - legatura,Palo trinquete - Cargaderas de puños - Trinca,32,,1,4,8.09,032-ShipOf74Guns.jpg,Clew-garnets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2903,74 guns,FORE-MAST,Fore mast - Buntline Legs,Albero di trinchetto - Bracci delle caricaboline,Palo trinquete - Pernas de briol,32,4,3,50,24.26,032-ShipOf74Guns.jpg,Buntline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2904,74 guns,FORE-MAST,Fore mast - Buntline Legs - Falls,Albero di trinchetto - Bracci delle caricaboline - Correnti,Palo trinquete - Pernas de briol - Betas,32,2,3,50,24.26,032-ShipOf74Guns.jpg,Buntline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2905,74 guns,FORE-MAST,Fore mast - Buntline Legs - Strapping,Albero di trinchetto - Bracci delle caricaboline - Stroppatura,Palo trinquete - Pernas de briol - Estrobado,32,,3.5,12,28.3,032-ShipOf74Guns.jpg,Buntline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2906,74 guns,FORE-MAST,Fore mast - Leechline Legs,Albero di trinchetto - Bracci delle caricascottine,Palo trinquete - Pernas de apagapenol,32,,2.5,52,20.21,032-ShipOf74Guns.jpg,Leechline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2907,74 guns,FORE-MAST,Fore mast - Leechline Legs - Falls,Albero di trinchetto - Bracci delle caricascottine - Correnti,Palo trinquete - Pernas de apagapenol - Betas,32,,2,52,16.17,032-ShipOf74Guns.jpg,Leechline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2908,74 guns,FORE-MAST,Fore mast - Leechline Legs - Strapping,Albero di trinchetto - Bracci delle caricascottine - Stroppatura,Palo trinquete - Pernas de apagapenol - Estrobado,32,,3.5,12,28.3,032-ShipOf74Guns.jpg,Leechline Legs,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2909,74 guns,FORE-MAST,Fore mast - Slablines,Albero di trinchetto - Imbroglietti,Palo trinquete - Cargaderas de envergues,32,2,2.5,42,20.21,032-ShipOf74Guns.jpg,Slablines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2910,74 guns,FORE-MAST,Fore mast - Slablines - Strapping,Albero di trinchetto - Imbroglietti - Stroppatura,Palo trinquete - Cargaderas de envergues - Estrobado,32,,2.5,1,20.21,032-ShipOf74Guns.jpg,Slablines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2911,74 guns,FORE-MAST,Fore mast - Bowlines,Albero di trinchetto - Boline,Palo trinquete - Bolinas,32,2,4.5,60,36.38,032-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2912,74 guns,FORE-MAST,Fore mast - Bowlines - Bridles,Albero di trinchetto - Boline - briglie,Palo trinquete - Bolinas - Bridas,32,2,4.5,6,36.38,032-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2913,74 guns,FORE-MAST,Fore mast - Bowlines - Strapping,Albero di trinchetto - Boline - Stroppatura,Palo trinquete - Bolinas - Estrobado,32,,4.5,4.5,36.38,032-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2914,74 guns,FORE-MAST,Fore mast - Bowlines - Seizing,Albero di trinchetto - Boline - Legatura,Palo trinquete - Bolinas - Ligadura,32,,0.5,12,4.04,032-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2915,74 guns,FORE-MAST,Fore mast - Bowlines - Lashing,Albero di trinchetto - Boline - legatura,Palo trinquete - Bolinas - Trinca,32,,2.5,12,20.21,032-ShipOf74Guns.jpg,Bowlines,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2916,74 guns,FORE-MAST,Fore mast - Earrings,Albero di trinchetto - Legature d’angolo,Palo trinquete - Empuñiduras,32,,2,28,16.17,032-ShipOf74Guns.jpg,Earrings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2917,74 guns,FORE-MAST,Fore mast - Sheets Cabled,Albero di trinchetto - Scotte in cavo,Palo trinquete - Escotas colchadas,32,2,7,84,56.6,032-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2918,74 guns,FORE-MAST,Fore mast - Sheets - Strapping,Albero di trinchetto - Scotte - Stroppatura,Palo trinquete - Escotas - Estrobado,32,,7,4.5,56.6,032-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2919,74 guns,FORE-MAST,Fore mast - Sheets - Seizing,Albero di trinchetto - Scotte - Legatura,Palo trinquete - Escotas - Ligadura,32,,1,14,8.09,032-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2920,74 guns,FORE-MAST,Fore mast - Sheets - Stoppers,Albero di trinchetto - Scotte - Stoppers,Palo trinquete - Escotas - Bozas,32,2,5.5,4,44.47,032-ShipOf74Guns.jpg,Sheets,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2921,74 guns,FORE-MAST,Fore mast - Tacks - Taper and Cabled,Albero di trinchetto - Mure - rastremato e in cavo,Palo trinquete - Amuras - Ahusado y colchado,32,,9,45,72.77,032-ShipOf74Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2922,74 guns,FORE-MAST,Fore mast - Tacks - Strapping,Albero di trinchetto - Mure - Stroppatura,Palo trinquete - Amuras - Estrobado,32,,6.5,6,52.55,032-ShipOf74Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2923,74 guns,FORE-MAST,Fore mast - Tacks - Seizing,Albero di trinchetto - Mure - Legatura,Palo trinquete - Amuras - Ligadura,32,,1.5,8,12.13,032-ShipOf74Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2924,74 guns,FORE-MAST,Fore mast - Tacks - Stoppers,Albero di trinchetto - Mure - Stoppers,Palo trinquete - Amuras - Bozas,32,,6,5,48.51,032-ShipOf74Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2925,74 guns,FORE-MAST,Fore mast - Tacks - Lanyards,Albero di trinchetto - Mure - Corridori,Palo trinquete - Amuras - Acolladores,32,,2,5,16.17,032-ShipOf74Guns.jpg,Tacks,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2926,74 guns,FORE-MAST,Fore mast - Gammoning the Bumkin worn,Albero di trinchetto - Trincatura del minotto fasciato,Palo trinquete - Trinca del pescante — gastada,32,,4.5,16,36.38,032-ShipOf74Guns.jpg,Gammoning the Bumkin,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2927,74 guns,FORE-MAST,Fore mast - Gammoning the Bumkin - Lanyards,Albero di trinchetto - Trincatura del minotto - Corridori,Palo trinquete - Trinca del pescante - Acolladores,32,2,2,12,16.17,032-ShipOf74Guns.jpg,Gammoning the Bumkin,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2928,74 guns,FORE-MAST,Fore mast - Lanyard for Pudden & Dolphin,Albero di trinchetto - Corridore per fasciatura & delfiniera,Palo trinquete - acollador for Pudden & Dolphin,32,,1.5,10,12.13,032-ShipOf74Guns.jpg,Lanyard for Pudden & Dolphin,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2929,74 guns,FORE-MAST,Fore mast - Slings,Albero di trinchetto - Stroppi,Palo trinquete - Eslingas,32,1,11.5,9,92.98,032-ShipOf74Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2930,74 guns,FORE-MAST,Fore mast - Slings - Strap,Albero di trinchetto - Stroppi - Stroppo,Palo trinquete - Eslingas - Estrobo,32,,11.5,4,92.98,032-ShipOf74Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2931,74 guns,FORE-MAST,Fore mast - Slings - Seizings,Albero di trinchetto - Stroppi - Legature,Palo trinquete - Eslingas - Ligaduras,32,2,2,18,16.17,032-ShipOf74Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2932,74 guns,FORE-MAST,Fore mast - Slings - Lanyard,Albero di trinchetto - Stroppi - Corridore,Palo trinquete - Eslingas - Acollador,32,,3.5,7,28.3,032-ShipOf74Guns.jpg,Slings,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2933,74 guns,FORE-MAST,Fore mast - Stayfail Hallyard,Albero di trinchetto - Drizza della vela di straglio,Palo trinquete - Driza de vela de estay,32,,4,30,32.34,032-ShipOf74Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2934,74 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Sheets,Albero di trinchetto - Drizza della vela di straglio - Scotte,Palo trinquete - Driza de vela de estay - Escotas,32,2,4,30,32.34,032-ShipOf74Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2935,74 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Tack,Albero di trinchetto - Drizza della vela di straglio - mura,Palo trinquete - Driza de vela de estay - Amura,32,,3,2,24.26,032-ShipOf74Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2936,74 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Downhaller,Albero di trinchetto - Drizza della vela di straglio - caricabasso,Palo trinquete - Driza de vela de estay - Cargadera,32,,2.5,28,20.21,032-ShipOf74Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2937,74 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Strapping — upper,Albero di trinchetto - Drizza della vela di straglio - Stroppatura — superiore,Palo trinquete - Driza de vela de estay - Estrobado — superior,32,,4,4,32.34,032-ShipOf74Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2938,74 guns,FORE-MAST,Fore mast - Stayfail Hallyard - Strapping — lower,Albero di trinchetto - Drizza della vela di straglio - Stroppatura — inferiore,Palo trinquete - Driza de vela de estay - Estrobado — inferior,32,,2.5,1,20.21,032-ShipOf74Guns.jpg,Stayfail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2939,74 guns,FORE-MAST,Fore mast - Studding Sail Hallyard - Inner,Albero di trinchetto - Coltellaccio Drizza - interno,Palo trinquete - Driza de ala - Interior,33,,3,48,24.26,033-ShipOf74Guns.jpg,Studding Sail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2940,74 guns,FORE-MAST,Fore mast - Studding Sail Hallyard - Outer,Albero di trinchetto - Coltellaccio Drizza - esterno,Palo trinquete - Driza de ala - Exterior,33,,3.5,88,28.3,033-ShipOf74Guns.jpg,Studding Sail Hallyard,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2941,74 guns,FORE-MAST,Fore mast - Studding Sail - Sheets,Albero di trinchetto - Coltellacci - Scotte,Palo trinquete - Ala - Escotas,33,,3,15,24.26,033-ShipOf74Guns.jpg,Studding Sail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2942,74 guns,FORE-MAST,Fore mast - Studding Sail - Tacks,Albero di trinchetto - Coltellacci - Mure,Palo trinquete - Ala - Amuras,33,,3.5,68,28.3,033-ShipOf74Guns.jpg,Studding Sail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2943,74 guns,FORE-MAST,Fore mast - Studding Sail - Strapping,Albero di trinchetto - Coltellacci - Stroppatura,Palo trinquete - Ala - Estrobado,33,,3.5,16,28.3,033-ShipOf74Guns.jpg,Studding Sail,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2944,74 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants,Alberetto di parrocchetto - Pendenti Burton,Mastelero de trinquete - Pendientes de aparejo Burton,33,,5.5,7,44.47,033-ShipOf74Guns.jpg,Burton Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2945,74 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants - Falls,Alberetto di parrocchetto - Pendenti Burton - Correnti,Mastelero de trinquete - Pendientes de aparejo Burton - Betas,33,,2.5,60,20.21,033-ShipOf74Guns.jpg,Burton Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2946,74 guns,FORE-TOP-MAST,Fore topmast - Burton Pendants - Strapping,Alberetto di parrocchetto - Pendenti Burton - Stroppatura,Mastelero de trinquete - Pendientes de aparejo Burton - Estrobado,33,,3.5,4,28.3,033-ShipOf74Guns.jpg,Burton Pendants,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2947,74 guns,FORE-TOP-MAST,Fore topmast - Shrouds fine,Alberetto di parrocchetto - Sartie fini,Mastelero de trinquete - Obenques finos,33,,7,114,56.6,033-ShipOf74Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2948,74 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Seizings Eye,Alberetto di parrocchetto - Sartie - Legature occhio,Mastelero de trinquete - Obenques - Ligaduras de ojo,33,4,1,24,8.09,033-ShipOf74Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2949,74 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Throat,Alberetto di parrocchetto - Sartie - Gola,Mastelero de trinquete - Obenques - Boca,33,8,1,42,8.09,033-ShipOf74Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2950,74 guns,FORE-TOP-MAST,Fore topmast - Shrouds - End,Alberetto di parrocchetto - Sartie - Estremità,Mastelero de trinquete - Obenques - Extremo,33,8,0.5,36,4.04,033-ShipOf74Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2951,74 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Lanyards fine,Alberetto di parrocchetto - Sartie - Corridori fini,Mastelero de trinquete - Obenques - Acolladores finos,33,8,3.5,60,28.3,033-ShipOf74Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2952,74 guns,FORE-TOP-MAST,Fore topmast - Shrouds - Ratling,Alberetto di parrocchetto - Sartie - grisella,Mastelero de trinquete - Obenques - Flechaste,33,,1,150,8.09,033-ShipOf74Guns.jpg,Shrouds,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2953,74 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays fine,Alberetto di parrocchetto - Paterazzi fissi fini,Mastelero de trinquete - Burdas fijas finas,33,,7,158,56.6,033-ShipOf74Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
2954,74 guns,FORE-TOP-MAST,Fore topmast - Standing Backstays - Seizings Eye,Alberetto di parrocchetto - Paterazzi fissi - Legature occhio,Mastelero de trinquete - Burdas fijas - Ligaduras de ojo,33,3,1,16,8.09,033-ShipOf74Guns.jpg,Standing Backstays,,Riletto direttamente dalla scansione Steel; nessuna stima.,1799,1799
